,AFG,AGO,ALB,AND,ANT,ARE,ARG,ARM,ATG,AUS,AUT,AZE,BDI,BEL,BEN,BFA,BGD,BGR,BHR,BHS,BIH,BLR,BLZ,BMU,BOL,BRA,BRB,BRN,BTN,BWA,CAF,CAN,CHE,CHL,CHN,CIV,CMR,COD,COG,COK,COL,COM,CRI,CUB,CYM,CYP,CZE,DEU,DJI,DMA,DNK,DOM,DZA,ECU,EGY,ERI,ESP,EST,ETH,FIN,FJI,FRA,FSM,GAB,GBR,GEO,GHA,GIN,GMB,GNB,GNQ,GRC,GRD,GRL,GTM,GUF,GUY,HND,HRV,HTI,HUN,IDN,IND,IRL,IRN,IRQ,ISL,ISR,ITA,JAM,JOR,JPN,KAZ,KEN,KGZ,KHM,KNA,KOR,KWT,LAO,LBN,LBR,LBY,LCA,LIE,LKA,LSO,LTU,LUX,LVA,MAR,MCO,MDA,MDG,MDV,MEX,MHL,MKD,MLI,MLT,MMR,MNG,MOZ,MRT,MSR,MUS,MWI,MYS,NAM,NCL,NER,NGA,NIC,NLD,NOR,NPL,NZL,OMN,PAK,PAN,PER,PHL,PLW,PNG,POL,PRT,PRY,PSE,QAT,ROU,RUS,RWA,SAU,SDN,SEN,SGP,SLB,SLE,SLV,SOM,SRB,STP,SUR,SVK,SVN,SWE,SWZ,SYC,SYR,TCD,TGO,THA,TJK,TKM,TON,TTO,TUN,TUR,TWN,TZA,UGA,UKR,URY,USA,UZB,VAT,VCT,VEN,VNM,VUT,WSM,YEM,YUG,ZAF,ZMB,ZWE
AFG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AGO,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
ALB,0,0,0,0,0,0,0,0,0,0,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,4,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,4,0,0,0,0,0,0,0,0,2,0,0,0
AND,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ANT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,2,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,4,0,0,2,0,0,0,0,0,0,2,0,0
ARE,0,0,0,0,0,0,0,2,0,4,6,0,0,4,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,18,4,0,14,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,2,0,44,0,8,0,0,2,0,16,0,0,84,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,4,0,8,6,4,4,0,2,12,0,30,8,0,0,0,0,0,0,10,0,12,0,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,12,2,0,6,12,2,0,0,0,0,0,4,0,0,2,0,0,2,0,22,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,2,0,114,0,0,0,0,0,0,0,0,10,12,0,0
ARG,0,0,0,2,0,0,0,0,0,88,70,0,0,76,0,0,2,4,0,0,0,0,0,0,12,508,0,0,0,0,2,178,76,146,36,0,0,0,0,0,50,0,24,22,0,0,40,420,0,0,30,0,0,24,6,0,682,2,0,16,0,424,0,0,318,2,0,0,0,0,0,10,0,0,2,0,0,2,8,2,42,2,50,8,2,0,2,32,250,0,2,92,0,0,0,0,0,36,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,2,0,174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,106,8,0,24,0,8,4,26,2,0,0,56,34,2,0,0,6,52,0,4,0,0,8,0,0,2,0,0,0,0,2,0,58,0,0,2,0,0,10,0,0,0,2,2,10,2,0,2,14,84,1388,4,0,0,48,4,0,0,0,4,16,0,0
ARM,0,0,0,0,0,2,0,0,0,2,2,0,0,34,0,0,0,2,0,0,0,4,0,0,0,6,0,0,0,0,0,16,50,2,6,0,0,0,0,0,0,0,0,0,0,0,30,124,0,0,0,0,0,0,0,0,26,0,0,10,0,126,0,0,66,4,0,0,0,0,0,30,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,84,0,0,24,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,4,0,0,0,0,0,0,0,50,12,0,0,0,20,156,0,2,0,0,0,0,0,0,0,0,0,0,32,0,38,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,8,0,102,0,0,0,0,0,0,0,0,0,0,0,0
ATG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AUS,0,0,0,0,0,4,88,2,0,0,372,0,0,360,0,2,18,18,0,0,0,4,0,4,0,210,0,2,0,2,2,1402,598,94,1340,0,4,0,0,0,20,0,2,4,0,12,72,1702,0,0,330,0,4,6,16,2,344,8,8,200,8,1106,0,0,3684,2,4,0,0,0,0,88,0,4,2,0,2,0,24,2,92,162,268,110,118,0,22,198,736,0,8,1262,0,28,0,2,0,256,4,2,2,0,2,0,0,14,0,2,0,2,0,2,4,2,0,92,0,2,0,2,2,0,2,0,0,10,6,62,4,8,0,8,0,616,168,6,938,2,22,8,8,50,2,42,256,38,0,0,0,38,368,0,18,0,2,374,2,0,0,0,4,0,0,24,80,588,0,0,10,0,0,198,0,0,0,4,4,56,250,4,2,48,2,6640,4,0,0,10,52,2,2,0,22,296,2,14
AUT,0,0,4,0,0,6,70,2,0,372,0,0,0,314,0,0,4,62,0,0,6,8,0,0,2,66,0,0,2,4,2,328,720,26,218,0,4,0,0,0,16,2,6,6,0,0,272,2946,0,0,250,0,2,4,26,0,414,4,8,208,0,872,0,4,1036,16,2,0,0,0,0,134,0,0,2,2,0,0,84,2,244,8,108,40,20,2,12,94,844,0,0,366,0,4,0,0,0,92,8,0,0,0,0,0,2,2,0,20,10,12,6,0,2,2,0,28,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,4,0,460,120,2,48,0,6,0,8,4,0,0,368,90,0,0,0,34,362,0,10,6,0,24,0,0,0,0,4,0,0,248,162,342,0,0,0,0,0,46,0,0,0,0,4,42,72,0,0,86,8,2158,4,0,0,8,8,0,0,0,32,82,2,4
AZE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,4,0,0,2,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,2,0,14,2,0,0,0,0,0,0,0,0,0,0,0
BDI,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BEL,0,2,2,0,0,4,76,34,0,360,314,0,4,0,24,6,14,142,0,0,6,26,0,0,10,248,0,2,0,4,4,698,794,62,310,14,34,20,2,0,12,0,12,28,0,6,218,2286,0,0,402,0,20,8,26,0,886,14,18,282,2,2954,0,0,2278,18,2,2,8,0,2,256,0,0,0,2,0,0,34,0,330,10,98,162,14,0,16,210,1280,2,0,470,0,82,4,10,0,36,6,2,8,0,0,0,0,6,0,14,70,2,38,6,18,0,0,98,0,4,4,4,0,0,0,0,0,0,2,22,0,0,12,6,6,1988,148,0,66,0,6,14,18,8,0,0,398,184,4,0,0,146,496,4,22,2,28,38,0,0,0,0,0,0,0,84,40,588,0,0,6,2,0,20,0,0,0,0,34,80,22,20,8,82,12,3212,2,0,0,14,42,0,0,0,34,166,14,12
BEN,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,6,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,16,8,0,0,6,14,0,2,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,2,18,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,0,0,0,0,0,0,0,0,2,0,0,14,0,0,0,0,0,0,0,0,0,6,0,2
BFA,0,0,0,0,0,0,0,0,0,2,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,4,6,18,0,0,14,8,0,2,0,0,0,0,0,0,0,0,14,0,0,4,0,0,2,0,0,2,0,2,0,0,50,0,0,16,0,10,2,2,0,0,2,0,0,2,0,0,2,0,0,0,2,2,0,0,0,0,0,22,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,2,0,0,6,0,0,0,0,0,0,0,2,0,0,0,8,12,0,10,2,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,2,6,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,2,0,0,0,2,4,0,0,22,0,0,0,0,0,0,0,0,0,4,0,4
BGD,0,0,0,0,0,0,2,0,0,18,4,0,0,14,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,10,6,0,4,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,4,0,2,0,0,0,2,0,0,2,0,10,0,0,90,2,0,0,2,0,0,2,0,0,2,0,0,0,0,0,0,10,70,2,0,0,0,4,8,0,0,92,0,0,0,0,0,8,8,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,20,0,0,0,0,2,20,4,0,0,6,2,0,2,10,0,0,0,2,0,0,0,0,0,0,2,0,2,2,2,0,0,0,0,0,0,0,0,32,0,0,2,0,0,14,0,0,0,0,0,4,4,0,0,0,0,132,0,0,0,0,10,0,0,0,0,4,0,0
BGR,0,0,0,0,0,0,4,2,0,18,62,0,0,142,0,0,0,0,0,0,6,6,0,0,2,24,0,0,0,0,0,44,96,12,58,0,0,0,0,0,0,0,0,0,0,36,40,464,0,0,22,0,4,0,4,0,134,8,0,28,0,290,0,0,220,4,0,0,0,0,0,86,0,0,0,0,0,0,24,0,84,0,50,26,0,0,0,28,226,0,0,66,0,0,0,0,0,38,6,0,0,0,0,0,0,0,0,12,2,8,2,0,0,0,0,16,0,16,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,106,12,0,0,0,0,0,0,0,0,0,72,28,0,0,0,74,136,0,0,0,0,0,0,0,0,0,0,0,0,12,16,72,0,0,0,0,0,0,0,0,0,0,2,30,36,0,0,22,0,314,0,0,0,0,6,0,0,0,16,2,0,0
BHR,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
BHS,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,10,0,0,2,0,0,0,0,0,0,0,0,0
BIH,0,0,0,0,0,0,0,0,0,0,6,0,0,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,22,0,0,2,0,0,0,0,0,0,0,2,0,0,4,0,0,12,0,0,0,0,0,0,4,0,0,0,0,0,0,28,0,2,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8,4,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,12,0,0,0,0,2,0,0,0,10,0,0,0
BLR,0,0,0,0,0,0,0,4,0,4,8,0,0,26,0,0,0,6,0,0,0,0,0,0,0,6,0,0,0,0,0,14,18,0,12,0,0,0,0,0,0,0,0,0,0,0,24,318,0,0,4,0,0,0,2,0,20,2,0,12,0,78,0,0,66,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,4,2,6,0,0,0,0,10,42,0,2,36,2,0,0,0,0,14,0,0,0,0,0,0,0,0,0,8,0,4,2,0,4,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,118,32,0,0,0,2,312,0,0,0,0,0,0,0,0,0,0,0,0,4,10,42,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,32,0,138,0,0,0,0,0,0,0,0,4,0,0,0
BLZ,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,4,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,10,0,0,2,0,0,0,0,0,0,0,0,0
BMU,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,6,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0
BOL,0,0,0,0,0,0,12,0,0,0,2,0,0,10,0,0,0,2,0,0,0,0,0,0,0,12,0,0,0,0,0,2,8,4,0,0,2,0,0,0,6,0,0,0,0,0,0,14,0,0,2,0,0,10,0,0,16,0,0,4,0,46,0,0,14,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,2,10,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,2,0,0,0,0,4,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,76,0,0,0,2,0,0,0,0,0,0,0,0
BRA,0,0,0,0,0,2,508,6,0,210,66,0,0,248,6,2,4,24,0,0,0,6,0,0,12,0,0,0,0,0,2,558,170,230,194,0,4,0,0,0,110,0,36,66,0,4,72,1018,0,0,94,6,0,34,14,0,538,2,2,64,2,1250,0,0,1112,4,0,2,0,2,0,38,0,2,4,2,0,2,12,2,62,12,156,14,6,0,2,106,626,2,4,378,2,8,0,0,0,78,2,2,2,0,0,0,0,0,0,6,2,2,8,0,2,2,0,222,0,0,0,0,2,0,0,0,0,0,2,4,0,0,0,6,0,276,52,2,40,0,4,24,56,18,0,2,140,258,6,0,0,32,314,0,2,0,10,30,0,0,2,0,0,0,0,10,10,206,0,0,2,0,0,26,0,0,0,0,4,20,28,0,4,62,86,3736,6,0,0,68,8,0,0,0,18,62,2,6
BRB,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,4,4,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,26,0,0,2,0,0,0,0,0,0,0,0,0
BRN,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,16,0,0,0,0,0,0,0,0,0,0,0,0
BTN,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BWA,0,0,0,0,0,0,0,0,0,2,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,2,0,8,0,0,0,0,0,0,0,0,0,0,8,0,0,4,0,0,0,0,0,0,0,0,4,0,4,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,4,2,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,4,0,4,8,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,30,0,0,0,0,0,0,0,0,0,36,2,6
CAF,0,0,0,0,0,0,2,0,0,2,2,0,0,4,0,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,4,8,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,12,0,0,0,2,2,0,0,0,0,0,0,0
CAN,0,0,0,0,2,18,178,16,0,1402,328,2,0,698,16,6,10,44,0,0,0,14,0,8,2,558,2,0,0,8,0,0,888,106,1174,2,6,4,0,0,28,0,28,24,0,8,208,2620,0,0,436,0,10,8,86,4,852,14,6,414,4,2542,0,0,3898,10,6,0,0,4,0,204,0,8,4,0,4,0,26,2,268,38,342,130,178,0,20,510,1270,6,22,1616,26,58,0,0,0,478,18,0,8,0,0,0,0,2,0,14,4,12,60,2,2,4,0,268,2,4,0,2,0,6,2,2,0,4,12,32,2,0,0,10,2,1052,334,8,314,14,56,14,14,34,0,4,494,124,0,0,8,90,676,0,72,2,6,200,0,0,0,0,0,0,0,42,26,734,0,0,0,0,0,82,0,0,0,12,22,120,362,8,16,68,4,16212,10,2,0,56,16,0,0,0,26,226,4,14
CHE,0,0,0,0,0,4,76,50,0,598,720,2,0,794,8,18,6,96,0,0,4,18,0,0,8,170,0,0,0,8,2,888,0,34,352,34,24,6,2,2,38,0,8,8,0,54,222,5046,0,0,472,0,12,12,36,2,906,24,0,372,0,3004,0,8,2784,8,28,0,6,0,0,286,0,0,4,4,0,4,78,0,238,6,222,126,14,0,34,312,2164,2,2,856,0,36,2,2,0,222,2,4,4,0,0,0,0,2,0,14,22,12,18,2,2,2,0,100,0,4,6,2,0,4,0,0,0,0,8,6,4,2,0,16,2,966,172,2,86,6,10,12,14,16,0,8,530,194,2,0,0,106,870,0,6,4,14,36,2,0,2,0,2,0,2,90,138,666,0,10,0,4,2,44,0,2,0,0,14,82,214,42,18,80,2,5724,2,0,0,8,8,0,0,0,18,96,0,24
