,AFG,AGO,AIA,ALB,AND,ANT,ARE,ARG,ARM,ATG,AUS,AUT,AZE,BDI,BEL,BEN,BFA,BGD,BGR,BHR,BHS,BIH,BLR,BLZ,BMU,BOL,BRA,BRB,BRN,BTN,BWA,CAF,CAN,CHE,CHL,CHN,CIV,CMR,COD,COG,COK,COL,COM,CPV,CRI,CUB,CUW,CYM,CYP,CZE,DEU,DJI,DMA,DNK,DOM,DZA,ECU,EGY,ERI,ESP,EST,ETH,FIN,FJI,FRA,FSM,GAB,GBR,GEO,GHA,GIB,GIN,GMB,GNB,GNQ,GRC,GRD,GRL,GTM,GUF,GUY,HND,HRV,HTI,HUN,IDN,IND,IRL,IRN,IRQ,ISL,ISR,ITA,JAM,JOR,JPN,KAZ,KEN,KGZ,KHM,KIR,KNA,KOR,KWT,LAO,LBN,LBR,LBY,LCA,LIE,LKA,LSO,LTU,LUX,LVA,MAR,MCO,MDA,MDG,MDV,MEX,MHL,MKD,MLI,MLT,MMR,MNE,MNG,MOZ,MRT,MSR,MUS,MWI,MYS,NAM,NCL,NER,NGA,NIC,NLD,NOR,NPL,NZL,OMN,PAK,PAN,PER,PHL,PLW,PNG,POL,PRK,PRT,PRY,PSE,QAT,ROU,RUS,RWA,SAU,SDN,SEN,SGP,SLB,SLE,SLV,SMR,SOM,SRB,SSD,STP,SUR,SVK,SVN,SWE,SWZ,SYC,SYR,TCD,TGO,THA,TJK,TKM,TON,TTO,TUN,TUR,TUV,TWN,TZA,UGA,UKR,URY,USA,UZB,VAT,VCT,VEN,VGB,VNM,VUT,WSM,XKX,YEM,ZAF,ZMB,ZWE
HRV,0,2,0,12,2,0,8,32,256,0,234,510,0,0,380,0,2,0,252,2,0,194,192,0,0,0,326,0,2,0,0,0,164,488,26,386,0,4,0,0,0,188,0,0,0,54,0,0,198,474,960,0,0,188,0,6,2,214,0,614,238,2,342,0,684,0,0,992,188,0,0,0,0,0,0,378,0,0,2,0,0,0,0,0,400,4,330,120,220,0,26,102,804,0,6,172,0,2,0,0,0,0,328,8,0,8,0,2,0,0,42,0,218,14,20,12,2,8,0,0,266,0,64,0,20,0,46,2,0,0,0,0,0,6,2,0,0,4,0,330,188,0,214,0,258,0,60,6,0,0,498,0,302,4,0,52,306,366,0,52,2,0,40,0,0,0,0,0,502,0,0,0,120,506,228,0,0,2,0,0,184,0,0,0,2,6,318,0,196,6,0,270,2,1000,0,0,0,0,0,12,0,0,4,0,102,0,0
HTI,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,10,8,2,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,8,0,0,0,0,2,0,0,0,0,22,0,0,6,0,0,0,0,0,0,0,0,0,0,2,0,2,2,0,0,0,0,4,2,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,2,0,2,0,0,0,0,2,0,2,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,0,0,128,0,0,0,0,0,0,0,0,0,0,4,0,0
HUN,0,0,0,8,2,0,22,244,396,0,588,1108,152,0,954,0,0,4,340,0,0,12,340,0,0,0,596,0,0,0,4,0,640,1134,216,798,0,14,0,0,0,344,0,0,0,62,0,0,246,892,2648,0,6,606,0,6,0,230,0,1364,330,4,620,2,1602,0,2,2322,340,2,0,0,0,0,0,648,0,0,2,2,0,0,400,0,0,14,484,196,220,8,14,366,1588,0,4,718,10,6,0,4,0,0,440,12,2,2,0,2,0,0,46,0,260,46,40,160,2,12,2,0,400,0,8,0,10,0,2,4,0,0,0,0,0,52,0,0,4,2,0,982,428,4,244,10,284,4,60,8,2,0,998,0,560,0,0,34,850,774,2,64,4,0,40,0,0,0,0,0,530,0,0,0,500,400,926,0,0,2,0,0,214,0,0,0,0,10,616,0,430,6,6,346,10,2792,4,0,0,4,0,22,0,0,0,0,340,0,2
IDN,2,0,0,0,0,0,4,28,0,0,594,44,0,0,58,0,8,34,6,0,0,0,0,0,0,4,50,0,0,2,0,0,84,108,12,188,6,8,6,2,0,6,0,0,2,4,0,0,0,28,276,0,0,48,6,4,0,14,0,44,2,0,14,0,218,0,6,370,0,12,0,0,2,0,0,10,0,0,2,0,0,0,4,0,14,0,120,10,20,4,0,6,82,18,6,912,2,38,0,44,0,0,166,4,18,0,0,0,0,0,18,0,2,2,0,4,0,0,2,0,20,0,6,10,0,12,0,2,8,0,0,4,0,558,0,8,0,10,0,394,16,10,40,2,20,4,20,110,0,18,14,0,10,2,0,6,6,18,2,30,4,8,150,6,0,0,0,0,4,0,0,0,4,2,58,0,0,0,0,2,204,0,0,0,0,2,26,0,158,14,42,0,4,488,0,0,0,2,0,114,4,0,0,0,40,6,2
IND,10,4,0,4,0,0,134,276,292,4,1916,682,52,6,752,2,16,170,284,34,4,0,248,0,2,8,1046,6,22,6,24,2,1912,1272,270,2062,4,62,12,10,0,390,0,0,8,70,0,0,210,792,3200,0,0,502,10,44,80,414,12,1518,232,120,598,36,2354,0,2,4062,242,48,0,0,16,0,0,566,0,0,18,2,2,4,330,4,484,120,0,356,464,52,14,458,1872,12,24,1976,32,110,12,18,0,0,2584,74,8,46,0,10,4,0,124,0,196,40,14,108,2,6,6,2,688,0,12,12,6,10,8,14,14,0,0,24,20,1000,10,4,18,150,2,1060,464,162,424,170,510,40,108,190,0,4,938,0,704,14,0,88,440,950,6,1298,32,16,910,0,2,4,0,2,360,0,0,0,210,200,962,2,0,20,2,2,490,0,0,0,24,44,646,0,1118,44,26,348,28,9942,28,0,0,26,0,114,2,0,0,14,946,20,38
IRL,0,0,0,0,0,0,12,70,82,2,884,436,0,0,548,0,2,8,114,18,0,8,78,0,0,4,472,2,4,0,0,0,904,814,88,892,0,6,0,0,0,128,0,0,2,0,0,0,100,346,1982,0,2,460,0,10,56,90,0,1280,122,12,388,0,1542,0,0,5412,64,6,2,0,2,0,0,346,0,6,2,0,0,0,120,2,196,10,356,0,114,2,46,120,1322,0,12,330,2,4,0,0,0,0,232,14,0,20,0,6,0,0,48,2,98,42,46,6,0,4,0,0,160,0,6,0,24,0,0,0,6,0,0,0,18,84,26,0,0,12,0,1144,292,2,256,14,146,0,6,10,0,0,552,0,334,2,0,56,280,472,2,90,10,0,128,0,0,0,0,0,114,0,0,0,72,86,660,2,0,2,0,0,110,0,0,0,4,14,186,0,144,10,16,272,18,3312,2,0,0,0,0,132,0,0,2,0,174,0,0
IRN,2,0,0,2,0,0,76,52,234,0,1014,378,26,0,458,4,0,26,196,6,0,2,194,0,0,4,292,2,2,0,0,0,1572,520,88,592,2,0,0,0,0,220,0,0,8,6,0,0,194,306,1234,0,0,220,0,42,10,262,0,756,196,2,338,0,860,0,0,1580,192,2,0,0,2,0,0,290,26,0,2,0,2,0,220,0,220,20,464,114,0,44,8,56,890,4,44,350,18,14,0,2,0,0,540,28,0,30,0,4,0,0,54,0,202,10,4,34,0,0,6,0,282,0,2,0,6,2,0,2,0,0,0,4,2,1292,0,0,2,46,0,554,98,4,290,24,328,0,2,10,0,0,356,0,352,0,2,90,296,304,0,320,14,4,116,0,0,0,0,0,244,0,0,0,34,40,410,0,0,28,0,0,224,10,2,0,0,40,796,0,280,4,0,224,10,3186,4,0,0,10,0,12,0,0,0,2,238,0,10
IRQ,0,0,0,0,0,0,22,0,0,0,68,10,0,0,22,0,0,6,8,14,0,0,0,0,0,0,6,0,4,0,0,0,20,16,2,88,0,0,0,0,0,8,0,0,0,0,0,0,2,4,64,0,0,0,0,8,0,30,0,36,0,0,4,0,34,0,0,218,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,8,4,52,2,44,0,0,18,50,0,36,12,0,2,0,0,0,0,12,4,0,8,0,8,0,0,0,0,0,0,0,2,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,462,0,0,0,6,0,16,6,0,6,6,24,0,2,0,0,0,4,0,14,0,0,8,10,12,0,22,10,0,2,0,0,0,0,0,8,0,0,0,0,0,28,0,0,10,0,0,2,0,0,0,0,0,44,0,2,0,4,4,0,190,0,0,0,0,0,0,0,0,0,6,10,0,0
ISL,0,0,0,0,0,0,8,10,0,0,130,92,0,0,76,0,0,4,14,0,0,2,0,0,0,4,18,0,0,0,0,0,164,130,12,74,0,0,0,0,0,0,0,0,0,0,0,0,4,34,272,0,0,304,0,0,0,2,0,156,68,0,192,0,296,0,0,616,2,0,0,0,0,0,0,58,0,6,0,0,0,0,26,0,14,0,14,46,8,0,0,48,208,4,0,68,0,0,0,0,0,0,26,0,0,2,0,0,0,0,2,0,20,10,6,0,0,2,0,0,12,0,2,0,0,0,4,0,0,0,0,0,0,18,2,0,0,0,0,254,272,2,20,0,6,0,0,6,0,0,50,0,36,0,0,0,10,70,0,18,0,0,72,0,0,0,0,0,8,0,0,0,14,22,484,0,4,0,0,0,6,0,0,0,0,0,14,0,16,2,6,4,0,690,0,0,0,2,0,2,0,0,0,0,28,0,0
ISR,0,0,0,0,0,0,18,334,172,0,858,612,154,0,576,0,2,4,66,10,0,8,172,0,2,2,468,2,6,0,0,2,1474,984,288,850,2,10,2,0,0,256,0,0,10,10,0,0,46,452,3120,0,0,570,2,16,8,64,2,1152,54,20,244,0,1810,0,0,2614,170,8,0,2,0,0,0,412,0,0,10,0,0,2,102,0,366,6,458,120,56,18,48,0,1812,2,56,676,22,16,6,0,0,2,220,12,0,40,0,14,0,0,14,0,36,58,48,184,10,14,2,0,228,0,16,0,12,2,4,6,2,2,0,2,2,118,2,0,0,46,0,1080,402,2,160,10,30,0,22,12,0,0,584,2,428,18,22,14,310,744,0,84,4,4,208,0,0,0,0,0,248,0,0,0,214,248,676,0,0,12,4,2,46,0,0,0,0,26,420,0,290,6,12,142,12,8272,4,0,0,12,0,4,0,0,0,8,322,0,2
ITA,0,6,0,70,2,0,90,1072,510,0,4010,3684,162,0,5178,12,22,48,678,14,4,54,454,0,2,26,2940,14,10,0,22,2,5020,7384,880,3300,8,104,10,2,0,592,0,2,58,164,0,0,404,2132,15500,2,0,3006,6,98,78,546,10,11378,556,50,2044,6,14606,0,6,18142,418,38,0,0,16,2,0,2960,0,10,12,10,0,6,804,4,1588,82,1872,1322,890,50,208,1812,0,12,68,2978,56,92,10,4,0,2,1498,10,4,188,0,32,0,6,68,0,428,186,132,330,32,30,26,4,1156,0,70,18,104,0,28,14,14,0,0,12,24,244,14,6,10,80,2,7494,1940,36,958,28,504,28,150,38,0,4,3166,0,2512,14,0,174,1774,2716,8,672,24,30,478,2,2,4,24,2,878,0,0,4,604,1018,4360,0,6,24,2,6,418,0,2,0,12,296,1668,0,936,80,58,760,80,24824,52,16,0,120,2,236,2,2,0,12,968,20,24
JAM,0,0,0,0,0,0,4,6,6,2,24,10,0,0,2,0,0,0,2,0,2,0,0,0,0,4,20,18,0,0,4,0,36,16,4,6,0,6,0,0,0,8,0,0,6,4,0,0,0,2,12,0,0,10,0,0,6,6,0,10,4,0,6,0,16,0,0,76,0,8,0,0,2,0,0,6,0,0,2,0,0,0,0,0,0,18,12,0,4,0,4,2,12,0,0,16,0,2,0,0,0,0,4,0,0,6,0,0,2,0,2,0,0,0,0,4,0,0,4,0,14,0,0,0,2,0,0,2,0,0,0,2,0,2,0,0,2,6,0,18,14,0,6,0,8,2,2,6,0,0,0,0,2,2,0,0,2,6,2,6,0,0,4,0,0,0,0,0,4,0,0,0,0,2,12,0,6,0,0,0,2,0,0,0,20,2,4,0,6,2,6,0,8,156,0,0,0,4,0,4,0,0,0,0,20,2,4
JOR,0,0,0,0,0,0,92,4,0,0,74,12,0,0,22,2,0,2,4,18,0,0,6,0,0,0,4,0,0,0,0,0,112,34,0,24,0,0,0,2,0,2,0,0,0,2,0,0,10,22,174,0,0,16,0,20,0,64,0,44,0,2,10,0,44,0,0,214,0,2,0,0,0,0,0,34,2,0,0,0,0,0,6,0,4,6,24,12,44,36,0,56,68,0,0,30,0,2,0,0,0,0,14,18,0,32,0,12,0,0,2,0,0,6,0,28,0,0,0,0,10,0,2,0,0,0,0,0,0,0,0,0,0,84,0,0,0,2,0,24,16,0,8,20,10,0,2,0,0,0,10,0,10,0,2,30,8,22,0,248,2,2,2,0,0,0,0,0,4,0,0,0,0,6,30,0,0,22,0,0,8,0,0,0,0,20,34,0,4,4,2,4,0,474,0,0,0,0,0,0,0,0,0,2,18,0,0
JPN,8,2,0,30,0,0,72,416,230,0,3234,1166,162,2,1364,8,10,484,186,8,0,6,212,2,6,22,1048,18,8,22,0,2,3462,2066,510,10850,2,32,16,4,2,278,0,0,30,86,0,0,38,966,6506,0,0,1040,6,30,32,788,0,2358,66,22,906,16,4714,0,12,6934,178,44,0,0,6,0,0,642,0,2,10,0,0,4,172,0,718,912,1976,330,350,12,68,676,2978,16,30,0,70,90,8,48,0,4,4810,24,48,58,0,4,0,0,132,0,36,34,30,186,8,0,6,0,508,0,6,8,12,52,6,144,2,4,0,14,10,1094,6,12,10,84,6,2186,704,112,572,34,260,24,106,352,0,14,1246,2,524,22,2,54,454,1718,4,384,24,12,1120,2,2,4,0,0,270,0,0,0,436,382,1680,0,0,10,0,0,1652,4,0,0,6,62,660,2,2348,38,14,296,40,20696,18,2,0,30,0,608,10,2,2,4,656,56,8
KAZ,2,0,0,0,0,0,2,4,8,0,30,18,6,0,32,4,0,0,6,0,0,2,28,0,0,0,16,0,0,0,0,0,36,18,4,44,2,0,0,0,0,0,0,0,0,2,0,0,2,22,138,0,0,12,0,0,0,16,0,56,2,0,8,0,44,0,0,116,2,2,0,0,0,0,0,24,0,0,0,0,0,0,0,0,10,2,32,2,18,0,0,22,56,0,0,70,0,0,18,0,0,0,36,0,0,0,0,0,0,0,2,0,8,0,14,2,0,4,0,0,12,0,0,0,0,0,2,2,0,0,0,0,0,26,0,0,0,4,0,34,30,0,4,8,26,0,0,0,0,0,38,0,2,0,0,2,8,288,0,14,2,2,14,0,0,0,0,0,2,0,0,0,4,14,14,0,0,4,0,0,8,8,0,0,0,2,34,0,0,0,0,58,0,166,32,0,0,0,0,2,0,0,0,0,8,0,0
KEN,6,2,0,0,0,2,2,26,6,0,192,64,2,14,144,20,26,30,2,0,0,0,0,0,0,6,72,4,0,0,16,4,276,166,18,118,16,62,34,6,0,24,0,0,10,2,0,0,2,8,258,0,0,60,0,0,8,22,0,78,6,52,24,4,174,0,16,874,6,90,0,2,28,2,0,6,0,0,20,2,0,0,2,0,6,38,110,4,14,2,0,16,92,2,2,90,0,0,0,16,0,0,12,0,6,4,2,2,0,0,14,4,2,8,0,8,0,0,12,0,44,0,0,30,0,4,0,8,32,0,0,6,56,14,28,0,10,70,4,268,54,12,42,10,50,2,26,12,0,2,10,0,24,2,0,0,2,10,56,6,28,40,14,0,6,0,0,6,4,0,0,0,4,0,134,4,0,2,0,4,64,0,0,0,4,12,10,0,8,186,244,2,8,1394,6,0,0,6,0,24,0,0,0,0,364,52,40
KGZ,0,0,0,0,0,0,0,0,0,0,8,2,0,0,4,0,0,2,2,0,0,0,0,2,0,0,0,0,0,0,0,0,2,26,0,6,2,0,0,0,0,0,0,0,0,0,0,0,0,4,42,0,0,0,0,2,0,2,0,0,0,2,2,0,12,0,0,24,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,6,10,0,0,8,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,6,0,0,0,10,0,0,0,0,0,2,0,2,0,0,0,0,32,0,6,2,0,0,0,0,0,0,0,0,0,0,0,0,6,2,0,0,0,0,0,2,12,0,0,0,0,44,0,2,0,0,4,0,46,8,0,0,0,0,0,0,0,0,0,6,0,0
KHM,4,2,0,0,0,0,0,2,2,0,54,6,0,0,46,2,8,4,0,0,0,0,0,0,0,0,12,0,0,2,0,4,10,42,0,24,6,8,4,0,0,8,0,0,0,0,0,0,0,4,14,0,0,18,0,0,2,2,0,2,0,0,2,2,138,0,2,80,0,6,0,0,8,0,0,2,0,0,0,4,0,0,0,0,4,44,18,0,2,0,0,0,4,0,0,48,0,16,0,0,2,0,22,0,24,2,0,0,0,0,6,0,0,0,0,0,0,0,8,0,4,0,0,6,0,6,0,4,2,0,0,0,2,26,0,2,2,4,2,30,2,8,16,0,4,0,2,28,0,4,2,0,2,2,0,0,0,0,2,4,4,8,8,2,0,0,0,0,0,0,0,0,2,0,10,0,0,0,0,0,92,0,0,0,0,0,2,0,0,6,8,0,0,168,0,0,0,0,0,62,2,0,0,0,12,2,0
KIR,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,4,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0
KNA,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,14,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,8,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,6,0,0
KOR,2,0,0,2,0,0,62,112,272,0,1522,506,16,0,648,0,4,178,248,6,4,10,222,0,0,4,676,4,6,2,0,0,1870,1040,246,4954,0,10,2,0,0,304,0,0,8,56,0,0,188,574,2820,0,0,420,0,14,64,478,0,1248,202,20,568,4,1806,0,0,2868,194,10,0,0,2,0,0,492,0,0,6,0,0,4,328,0,440,166,2584,232,540,12,26,220,1498,4,14,4810,36,12,0,22,0,0,0,10,12,16,0,0,0,0,88,0,200,36,36,12,0,10,2,0,506,0,4,0,2,10,4,80,0,0,0,2,2,346,2,2,4,22,2,790,192,104,424,16,746,2,72,206,0,2,726,16,322,12,2,108,242,1096,2,568,2,0,774,4,0,0,0,0,274,0,0,0,172,102,618,0,0,2,0,0,566,0,0,0,8,10,540,0,1222,38,4,402,14,17816,8,0,0,16,0,638,2,0,0,2,246,0,2
KWT,0,0,0,0,0,0,50,6,0,0,56,8,0,0,16,0,0,10,0,24,2,0,0,0,0,0,24,0,0,0,0,0,104,18,2,44,0,0,0,0,0,2,0,0,0,2,0,0,2,10,50,0,0,8,2,4,2,170,0,22,4,0,12,0,28,0,0,150,0,0,0,0,0,0,0,12,0,0,0,0,0,0,8,0,12,4,74,14,28,4,0,12,10,0,18,24,0,0,0,0,0,0,10,0,0,22,0,6,0,0,0,0,0,0,4,4,2,0,0,0,4,0,2,0,2,0,0,0,0,0,0,0,0,26,0,0,0,2,0,24,6,0,4,14,22,0,2,2,0,0,12,0,10,0,0,26,2,2,0,82,2,0,12,0,0,0,0,0,2,0,0,0,0,0,18,0,0,10,0,0,12,0,0,0,2,16,18,0,8,0,0,0,0,244,0,0,0,2,0,2,0,0,0,8,18,0,0
LAO,2,0,0,0,0,0,0,0,0,0,46,6,0,0,6,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,8,18,0,6,2,2,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,14,0,0,0,0,0,6,0,8,2,0,58,0,2,70,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,18,8,0,0,0,0,0,4,0,0,48,0,6,0,24,0,0,12,0,0,0,0,0,0,0,10,0,0,0,0,2,0,0,4,0,0,0,0,2,0,4,0,0,2,0,0,0,2,6,0,0,4,2,0,22,2,0,4,0,0,0,0,4,0,2,0,0,0,0,0,0,0,0,2,0,2,2,8,0,0,0,0,0,0,0,0,0,0,0,28,0,0,2,0,0,64,0,0,0,0,0,0,0,0,2,2,0,0,56,0,0,0,0,0,28,0,0,0,0,10,2,0
LBN,2,2,0,0,0,0,64,18,2,0,60,32,0,0,56,0,4,8,18,18,0,0,2,0,0,2,62,0,0,0,0,0,176,80,18,60,0,4,2,0,0,32,0,0,6,6,0,0,12,16,126,0,0,18,4,20,10,112,0,100,6,0,6,0,766,0,0,220,0,0,0,0,0,0,0,38,0,0,4,0,0,4,8,0,2,0,46,20,30,8,2,40,188,6,32,58,0,4,0,2,0,0,16,22,0,0,0,34,0,0,10,0,6,0,0,26,0,0,2,0,36,0,4,0,4,0,0,2,0,0,0,0,4,18,0,0,2,18,2,72,12,2,24,18,38,4,8,14,0,2,30,0,22,4,0,48,20,42,0,108,2,6,14,0,0,4,0,0,10,0,0,0,6,14,32,0,0,22,0,0,30,0,0,0,2,42,52,0,2,0,6,6,6,748,0,0,0,2,0,8,0,0,0,0,36,2,2
LBR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,4,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,6,0,0,10,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,2
LBY,0,0,0,0,0,0,14,4,0,0,12,2,0,0,8,0,0,0,0,6,0,0,0,0,0,0,10,0,0,0,2,0,22,10,0,0,0,0,0,0,0,2,0,0,0,0,0,0,4,6,32,0,0,12,0,12,0,72,0,14,0,0,18,0,34,0,0,144,0,0,0,0,0,0,0,14,0,0,0,0,0,0,2,0,2,0,10,6,4,8,0,14,32,0,12,4,0,2,0,0,0,2,0,6,0,34,0,0,0,0,0,0,0,0,0,14,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,42,2,0,0,6,0,4,0,0,2,4,4,0,0,0,0,0,0,0,6,0,0,6,0,0,0,42,4,0,0,0,0,0,0,2,20,0,0,0,0,2,8,0,0,8,0,0,0,0,0,0,0,10,8,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,8,4,0,0
LCA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
LIE,0,0,0,0,0,0,0,0,0,0,6,90,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,2,0,0,0,0,0,0,0,0,0,0,10,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0
LKA,2,2,0,0,0,2,2,8,44,0,226,46,0,0,68,2,4,14,40,0,0,0,40,0,0,2,60,0,6,2,0,0,66,80,6,130,2,8,2,0,0,52,0,0,6,2,0,0,42,46,88,0,0,22,2,2,16,52,0,52,44,14,48,2,68,0,2,250,40,12,0,0,0,0,0,46,2,0,2,0,0,0,42,0,46,18,124,48,54,0,2,14,68,2,2,132,2,14,0,6,0,0,88,0,10,10,0,0,0,0,0,0,40,0,0,4,0,0,2,0,46,0,0,2,0,4,0,2,2,0,0,0,0,68,0,0,2,4,8,56,10,28,62,2,80,8,4,36,0,4,40,0,40,2,0,32,4,48,2,18,0,2,44,2,0,0,0,0,42,0,0,0,0,6,44,0,0,6,0,2,86,0,0,0,0,2,44,0,60,2,2,40,2,260,0,0,0,4,0,24,4,0,0,0,32,2,2
LSO,0,0,0,0,0,0,0,0,0,0,10,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,4,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,8,0,0,0,0,0,0,0,0,0,0,14,0,0
LTU,0,0,0,0,0,0,2,16,182,0,150,300,0,0,344,0,0,0,242,0,0,6,250,0,0,4,204,0,0,0,0,0,60,268,10,254,0,0,0,0,0,196,0,0,2,4,0,0,188,308,540,0,0,128,2,2,6,190,0,370,282,0,314,0,418,0,0,520,186,0,0,0,0,0,0,266,2,0,4,0,0,0,218,0,260,2,196,98,202,0,20,36,428,0,0,36,8,2,2,0,0,0,200,0,0,6,0,0,0,0,40,0,0,12,146,2,0,6,0,0,200,0,4,0,12,0,0,0,0,0,0,0,0,10,0,0,0,0,4,166,98,6,190,0,186,4,6,8,0,0,450,0,260,0,0,32,170,298,0,38,2,0,2,0,0,4,0,0,224,0,0,0,60,58,300,0,0,2,0,0,156,0,0,0,0,4,238,0,200,0,0,270,2,526,0,2,0,0,0,4,0,0,0,0,8,0,0
