,ABW,AFG,AGO,AIA,ALB,AND,ANT,ARE,ARG,ARM,ATG,AUS,AUT,AZE,BDI,BEL,BEN,BES,BFA,BGD,BGR,BHR,BHS,BIH,BLR,BLZ,BMU,BOL,BRA,BRB,BRN,BTN,BWA,CAF,CAN,CHE,CHL,CHN,CIV,CMR,COD,COG,COK,COL,COM,CPV,CRI,CUB,CUW,CYM,CYP,CZE,DEU,DJI,DMA,DNK,DOM,DZA,ECU,EGY,ERI,ESP,EST,ETH,FIN,FJI,FLK,FRA,FRO,FSM,GAB,GBR,GEO,GHA,GIB,GIN,GMB,GNB,GNQ,GRC,GRD,GRL,GTM,GUF,GUY,HND,HRV,HTI,HUN,IDN,IND,IRL,IRN,IRQ,ISL,ISR,ITA,JAM,JOR,JPN,KAZ,KEN,KGZ,KHM,KIR,KNA,KOR,KWT,LAO,LBN,LBR,LBY,LCA,LIE,LKA,LSO,LTU,LUX,LVA,MAF,MAR,MCO,MDA,MDG,MDV,MEX,MHL,MKD,MLI,MLT,MMR,MNE,MNG,MOZ,MRT,MSR,MUS,MWI,MYS,NAM,NCL,NER,NGA,NIC,NIU,NLD,NOR,NPL,NZL,OMN,PAK,PAN,PER,PHL,PLW,PNG,POL,PRK,PRT,PRY,PSE,PYF,QAT,REU,ROU,RUS,RWA,SAU,SDN,SEN,SGP,SHN,SJM,SLB,SLE,SLV,SMR,SOM,SRB,SSD,STP,SUR,SVK,SVN,SWE,SWZ,SXM,SYC,SYR,TCA,TCD,TGO,THA,TJK,TKM,TLS,TON,TTO,TUN,TUR,TUV,TWN,TZA,UGA,UKR,URY,USA,UZB,Unnamed: 1,VAT,VCT,VEN,VGB,VNM,VUT,WSM,XKX,YEM,ZAF,ZMB,ZWE
FRO,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FSM,0,0,0,8,0,0,0,13,9,7,0,15,9,0,0,10,10,0,0,10,6,12,0,0,0,0,0,0,13,1,7,3,4,0,14,9,9,12,3,10,9,0,0,13,0,0,9,0,0,0,0,0,13,0,0,11,0,9,8,12,0,13,11,13,11,0,0,11,0,0,0,36,4,10,0,0,0,0,0,10,0,0,0,0,0,0,9,0,0,10,13,9,13,12,9,11,13,0,13,13,7,10,9,0,0,0,13,10,0,11,10,2,0,0,12,0,0,10,0,0,5,0,0,0,0,11,4,0,0,3,2,0,0,8,1,0,0,0,11,8,2,0,13,0,0,12,12,9,10,3,13,8,12,9,4,3,12,0,12,0,8,0,9,0,10,11,8,12,0,0,9,0,0,0,0,0,0,0,13,0,0,0,10,6,13,0,0,0,0,0,2,3,0,0,0,0,0,4,9,9,0,9,8,3,8,2,25,0,0,0,0,0,0,13,0,1,0,9,13,7,0
GAB,0,0,1,0,0,0,0,1,0,0,0,3,14,0,0,11,6,0,7,0,0,0,0,0,0,0,0,1,7,0,0,0,0,10,10,12,2,6,9,34,6,11,0,3,0,0,0,0,0,0,0,5,48,0,0,4,0,0,1,1,0,9,0,2,0,0,0,77,0,0,0,46,0,7,0,3,0,0,1,0,0,0,0,3,0,0,0,0,0,2,3,0,0,0,0,0,6,0,0,7,0,8,0,1,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,1,0,2,0,0,3,0,0,0,0,6,1,0,0,0,1,0,0,2,2,0,0,20,3,0,0,2,3,4,1,3,0,3,0,0,1,0,0,0,1,0,1,2,1,0,1,12,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,3,5,7,0,0,34,0,0,0,0,0,0,2,0,0,0,0,7,1,1
GBR,0,7,14,28,47,1,0,733,1174,506,2,13483,4456,282,14,7091,102,0,123,443,740,80,22,67,504,3,16,51,5001,35,75,20,117,19,10408,9758,1943,16575,102,251,94,53,1,1077,2,6,130,94,3,3,603,2790,20746,1,6,6117,22,198,357,1148,3,12112,713,395,3663,40,36,15385,2,36,46,28740,516,395,6,32,132,20,0,3890,21,20,42,17,14,71,892,17,2253,556,4088,4803,1359,639,455,2308,15102,41,286,5780,164,833,53,108,1,32,2824,177,50,230,50,78,1,16,419,5,817,381,638,1,395,32,27,93,7,1457,2,80,61,268,64,20,45,112,10,2,55,318,1880,115,39,31,671,19,0,12780,3991,224,2463,172,1216,151,379,376,4,35,4198,3,3729,30,214,0,728,0,1615,3609,104,1663,103,105,2438,3,4,24,62,9,13,7,953,5,1,14,985,1172,8001,17,1,22,21,2,19,22,1291,6,0,9,1,74,188,1969,1,1636,397,470,1053,154,38734,47,0,15,0,87,1,632,5,2,10,47,3385,169,158
GEO,0,0,0,4,5,0,0,61,130,290,0,241,311,131,0,185,5,0,0,11,236,5,0,7,281,0,0,1,287,1,4,1,4,0,154,311,127,312,2,15,6,0,0,276,0,0,7,1,0,0,153,296,387,0,0,140,1,6,149,158,0,323,167,5,164,0,0,329,0,4,0,516,0,5,0,0,0,0,0,283,0,0,2,0,0,0,168,1,289,9,196,161,204,6,6,138,343,3,9,139,18,6,8,1,0,0,175,8,0,8,4,2,0,0,128,0,156,5,153,0,126,0,13,0,0,172,0,10,0,2,0,5,3,3,1,0,0,0,258,3,1,0,13,0,0,142,135,6,159,4,167,4,13,10,0,2,314,0,291,2,60,0,149,0,142,361,4,94,2,1,13,0,0,0,0,0,0,0,280,0,0,0,124,129,140,0,0,0,0,0,2,1,157,3,0,0,0,2,8,304,0,282,4,3,186,10,475,34,0,0,0,6,0,11,0,0,3,3,143,4,0
GHA,0,3,0,9,2,0,0,18,24,7,1,121,21,0,4,54,48,0,52,38,10,11,0,1,3,0,0,3,52,3,10,3,22,2,109,109,24,222,28,49,22,9,0,25,0,0,14,2,0,0,3,8,147,0,0,80,1,16,13,36,0,68,16,61,35,2,0,98,0,10,7,395,5,0,0,7,17,7,0,16,0,1,7,0,0,2,16,4,3,34,73,18,31,14,11,19,67,7,18,60,11,102,13,3,0,1,44,12,1,18,21,5,0,0,26,2,7,15,2,0,16,1,0,8,1,33,0,0,26,6,6,0,0,21,3,0,5,32,49,20,1,10,151,2,0,146,33,23,35,6,44,13,26,26,0,5,28,0,35,4,11,0,15,0,19,22,19,31,14,40,19,0,0,3,10,1,2,0,22,0,0,1,13,15,69,2,0,5,0,0,3,18,23,0,0,0,0,7,16,32,0,23,55,58,12,6,486,1,0,0,0,3,0,28,2,1,0,10,231,26,15
GIB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GIN,0,1,0,0,0,0,0,2,0,0,0,8,1,0,0,14,9,0,6,1,0,0,0,0,1,0,0,0,5,0,0,0,0,1,8,18,1,9,10,5,6,6,0,1,0,0,0,0,0,0,0,1,10,0,0,1,0,1,0,2,0,8,0,4,0,0,0,32,0,0,3,32,0,7,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,2,6,0,0,0,0,0,2,0,0,5,1,3,0,0,0,0,4,0,0,0,4,0,0,0,1,0,0,1,0,0,1,0,0,0,1,4,0,0,6,0,2,0,0,6,3,0,0,2,1,0,0,6,5,0,0,2,0,1,3,1,1,0,0,2,0,0,1,0,1,0,0,0,1,0,0,3,0,1,1,10,1,0,0,1,2,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,6,2,0,0,0,0,0,1,1,0,0,10,7,0,0,56,0,0,0,0,0,0,1,1,0,0,2,6,0,2
GMB,0,1,0,0,0,0,0,0,2,1,0,22,4,0,2,34,7,0,11,6,0,0,0,0,1,0,0,1,5,1,0,1,1,0,13,22,2,4,3,1,8,5,0,3,1,0,1,1,0,1,0,1,14,0,1,11,0,1,1,5,0,16,0,10,4,0,0,18,0,0,0,132,0,17,0,2,0,3,0,2,1,1,0,0,0,0,0,0,2,1,8,2,3,0,1,2,9,1,0,5,0,13,0,1,0,0,4,0,0,0,1,1,0,0,0,0,1,0,2,0,2,0,0,4,0,3,0,0,10,1,0,0,1,4,2,0,3,4,1,3,2,5,19,0,0,29,5,0,6,0,7,0,1,1,0,0,4,0,3,1,0,0,0,0,1,4,1,3,1,11,3,0,0,0,2,0,0,0,1,0,0,1,0,1,5,0,0,1,0,0,0,2,5,0,0,0,0,1,1,4,0,9,7,8,0,2,48,1,0,0,0,1,0,5,0,0,0,0,22,1,3
GNB,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,4,1,0,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,39,0,0,0,0,0,4,0,3,3,0,0,3,0,0,0,20,0,7,0,1,3,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,3,5,0,0,4,0,2,0,1,0,0,6,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,0,1,0,3,0,1,0,0,0,0,0,0,1,2,0,0,7,2,0,2,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,3,0,2,3,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,4,1,0,0,9,0,0,0,0,0,0,3,0,0,0,0,9,0,0
GNQ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GRC,0,0,0,8,35,0,0,218,236,306,0,759,949,146,3,1071,14,0,2,22,374,18,0,33,284,1,0,4,664,5,19,3,7,0,700,1322,242,1014,6,19,9,0,0,316,1,0,22,35,1,1,649,771,2438,0,1,749,2,49,174,270,0,1883,258,24,708,2,0,1981,0,10,0,3890,283,16,0,1,2,0,0,0,3,2,4,1,1,1,386,1,666,57,564,564,308,19,56,450,2434,10,45,594,48,20,15,2,0,3,458,32,0,52,9,9,0,5,141,0,360,54,310,0,155,4,7,3,0,323,0,44,1,65,3,15,3,9,1,0,4,3,318,11,3,0,37,1,0,1326,539,12,236,24,232,12,61,31,0,3,993,0,794,8,72,0,228,0,588,793,10,296,6,0,111,0,0,1,0,1,5,0,493,0,0,2,361,408,911,1,0,3,1,0,2,3,226,1,0,0,0,11,57,682,0,347,13,10,386,16,2957,28,0,0,0,10,0,48,0,0,12,9,296,9,0
GRD,0,0,0,0,0,0,0,0,1,0,1,4,1,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,3,1,0,0,1,0,21,2,1,6,0,0,0,0,0,2,1,0,1,1,1,1,0,3,20,0,1,1,0,0,1,1,0,4,0,1,3,0,0,6,0,0,0,21,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,1,0,5,3,6,0,1,3,16,1,0,19,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,4,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,4,3,0,4,1,1,0,1,0,0,0,8,0,2,1,2,0,1,0,1,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,4,0,1,0,1,0,0,0,1,168,0,0,0,0,1,0,0,0,0,0,0,1,0,0
GRL,0,0,0,0,0,0,0,2,3,0,0,14,3,0,0,6,1,0,1,1,1,0,0,1,0,0,0,1,2,1,1,0,0,0,35,6,5,11,1,1,1,0,0,1,0,0,2,1,0,0,1,2,16,0,0,96,0,1,2,1,0,9,2,1,8,0,0,7,0,0,0,20,0,1,0,0,1,0,0,2,0,0,0,0,0,0,1,0,2,1,2,2,1,0,8,2,2,1,1,5,1,2,1,1,0,0,1,1,0,1,0,0,0,0,0,0,2,1,2,0,1,0,0,1,0,3,0,0,0,1,1,0,0,1,0,0,1,1,4,0,0,0,1,0,0,12,31,1,1,0,1,1,1,1,0,0,3,0,8,0,2,0,1,0,2,12,0,1,0,0,1,0,0,1,0,0,0,0,2,0,0,1,2,1,15,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,2,1,1,0,1,36,0,0,0,0,1,0,2,0,0,0,1,2,0,0
GTM,0,1,0,0,2,1,0,0,27,0,0,23,4,0,1,8,2,0,1,3,1,0,0,2,1,1,0,14,37,1,1,1,2,0,16,13,24,10,2,2,7,0,0,31,0,0,20,7,1,0,1,5,11,0,0,3,14,0,14,3,0,27,3,8,4,0,0,17,0,0,0,42,2,7,0,0,0,0,0,4,0,0,0,0,1,15,3,4,1,4,21,3,1,1,1,6,14,1,1,8,1,15,0,2,0,1,3,1,0,0,0,1,0,0,3,0,4,0,2,0,4,1,0,2,0,50,0,1,0,2,0,1,1,1,0,0,0,2,3,0,0,0,6,16,0,11,11,0,6,1,11,16,25,6,0,0,4,0,9,13,1,0,0,0,5,16,2,2,4,0,6,0,0,0,0,19,2,0,4,0,0,1,3,2,6,0,0,0,0,0,1,0,3,0,0,0,0,1,1,5,0,2,1,4,3,11,184,0,0,0,0,16,0,1,0,0,0,0,14,10,0
GUF,0,0,0,0,0,0,0,0,2,0,0,7,2,0,0,13,2,0,0,1,1,0,0,0,0,0,0,1,24,0,1,0,0,0,4,10,5,3,8,2,1,0,0,6,0,0,6,0,0,0,0,1,8,0,0,2,0,2,5,0,0,7,1,0,1,0,0,70,0,0,3,17,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,3,1,3,2,1,0,0,0,7,0,0,4,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,5,1,0,2,0,0,2,5,0,0,0,2,0,4,0,0,0,0,0,0,2,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,5,0,1,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1,3,0,0,25,0,0,0,0,2,0,1,0,0,0,0,6,0,0
GUY,0,0,0,0,0,0,0,4,2,0,0,7,1,0,0,3,0,0,0,1,1,0,0,0,0,1,0,3,5,3,1,0,0,0,4,8,3,2,2,2,1,0,0,3,0,0,2,0,0,0,0,1,4,0,0,2,0,0,4,0,0,1,1,1,1,0,1,5,0,0,0,14,0,0,0,0,0,0,0,1,0,0,1,4,0,1,0,0,1,1,10,0,0,0,0,0,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,2,1,0,4,0,0,1,0,0,2,5,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,6,0,0,0,0,1,1,1,1,31,0,0,0,0,2,0,1,0,0,0,0,2,0,1
HND,0,0,0,0,1,0,0,0,15,0,0,5,2,0,1,5,1,0,1,2,2,0,0,1,0,1,0,4,58,0,0,1,0,0,10,34,15,33,3,2,1,1,0,38,0,0,9,4,0,0,1,3,32,0,0,1,7,2,8,3,0,44,1,0,0,0,0,39,0,0,0,71,0,2,0,0,0,0,0,1,0,0,15,0,1,0,0,6,0,3,6,29,1,0,1,1,35,1,0,1,1,5,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,2,0,0,1,0,30,0,0,2,0,0,1,0,1,0,0,0,1,2,0,0,0,0,9,0,33,3,1,2,0,0,8,13,32,0,0,31,0,2,6,0,0,0,0,30,30,1,1,1,2,2,0,0,0,0,13,0,0,1,0,0,1,1,1,2,0,0,0,0,0,0,1,4,0,0,0,0,1,0,3,0,0,2,2,31,5,111,0,0,0,0,6,0,32,0,0,0,0,3,1,1
HRV,0,0,1,8,25,0,0,22,48,193,0,248,476,40,2,388,13,0,0,16,253,10,0,185,168,0,0,1,294,3,10,3,4,0,172,449,53,381,4,14,9,0,0,174,0,0,12,36,0,0,177,409,819,0,0,227,1,22,158,182,0,583,223,16,335,0,0,659,0,9,0,892,168,16,0,0,0,0,0,386,0,1,3,0,0,0,0,1,378,53,302,258,206,13,31,162,841,6,24,179,14,16,12,2,0,1,251,17,0,21,9,3,0,2,138,0,211,29,183,0,17,2,5,1,0,244,0,64,0,37,4,44,3,12,2,0,6,4,177,10,1,0,31,1,0,350,194,12,192,8,229,11,58,27,0,2,489,0,350,4,10,0,173,0,183,347,9,127,10,0,47,0,0,1,0,0,2,0,424,0,0,1,138,372,290,0,0,1,0,0,2,3,195,0,0,0,0,5,30,315,0,184,12,10,247,11,746,26,0,0,0,4,0,19,0,0,23,9,102,8,0
HTI,0,1,0,0,1,0,0,0,5,0,0,5,2,0,2,4,2,0,1,2,1,0,0,0,1,0,0,0,10,2,0,0,4,0,17,5,6,5,2,1,2,1,0,1,0,0,0,1,0,1,0,0,2,0,0,2,6,0,0,2,0,3,2,3,1,1,0,6,0,0,0,17,1,4,0,0,0,0,0,1,0,0,4,0,0,6,1,0,0,5,11,2,1,0,0,1,4,1,1,1,0,8,0,3,0,1,1,0,0,0,2,0,0,0,2,2,1,1,1,0,1,0,0,2,0,6,0,0,4,1,0,0,2,1,0,0,0,5,2,0,0,0,1,1,0,9,1,0,1,0,2,1,7,3,0,1,2,0,2,2,1,0,0,0,2,1,6,1,1,1,1,0,0,0,1,2,1,0,1,0,0,0,0,0,4,1,0,0,0,0,0,1,6,0,0,0,0,1,0,1,0,3,2,2,1,0,106,0,0,0,0,0,0,2,0,0,0,0,11,3,2
HUN,0,0,0,0,17,0,0,74,217,293,0,568,996,154,1,796,2,0,1,9,331,1,0,26,270,0,0,4,593,2,1,1,2,0,553,971,197,831,2,6,2,0,0,290,1,0,5,37,0,1,196,903,2014,0,1,599,0,15,157,232,0,1225,261,4,572,2,0,1366,0,0,0,2253,289,3,0,0,2,3,0,666,1,2,1,3,1,0,378,0,0,47,487,424,231,16,30,369,1389,4,13,657,38,12,4,2,0,3,474,5,1,5,0,0,0,1,125,0,325,30,294,0,126,8,10,6,0,269,0,30,0,25,1,7,5,2,0,0,5,1,276,0,1,0,16,0,0,921,385,1,216,4,201,4,50,19,0,0,957,0,591,2,58,0,158,0,688,718,0,144,3,0,56,0,0,1,0,0,0,0,454,0,0,2,469,412,821,1,0,2,2,0,0,0,210,0,0,0,0,1,9,481,0,360,1,3,378,8,2060,22,0,2,0,10,0,50,0,0,3,1,235,1,0
IDN,0,3,0,9,1,0,0,30,33,46,0,570,93,31,2,93,21,0,3,56,12,14,0,1,3,1,0,7,122,3,33,9,7,1,129,131,34,304,12,22,18,3,0,39,0,0,16,34,0,0,1,64,342,0,0,91,1,15,15,54,0,89,19,30,92,4,0,239,0,10,2,556,9,34,0,2,1,0,0,57,0,1,4,1,1,3,53,5,47,0,217,26,57,21,13,34,147,1,22,992,12,49,11,21,0,2,265,14,10,14,14,7,0,0,33,1,8,13,2,0,12,3,0,7,2,81,0,2,3,8,23,0,4,17,1,0,1,5,759,9,8,0,58,5,0,388,97,49,78,6,105,19,72,123,0,9,77,2,45,4,13,0,11,0,60,80,11,78,4,3,187,0,0,2,1,3,2,0,22,0,0,2,50,12,96,0,0,1,0,0,2,4,254,0,0,3,0,5,14,89,0,254,24,17,53,8,563,1,0,0,0,5,0,103,2,1,0,11,118,14,5
IND,2,10,2,12,5,0,0,325,215,209,1,2061,722,37,4,780,39,0,9,263,261,49,1,9,179,4,2,13,1185,6,27,15,39,0,1597,1246,293,2838,20,98,22,12,0,312,1,0,39,49,0,3,181,643,2514,0,1,579,7,92,185,594,6,1333,245,232,635,21,1,2063,1,13,3,4088,196,73,0,6,8,1,0,564,5,2,21,3,10,6,302,11,487,217,0,502,600,68,31,469,1658,20,171,1644,74,152,17,25,0,9,2432,64,10,76,15,15,1,1,241,2,296,47,264,0,99,5,10,15,11,587,0,22,10,23,41,8,23,30,4,0,35,31,1148,23,7,12,258,5,0,970,477,179,385,171,602,35,126,176,0,11,932,2,703,12,38,0,313,0,379,1151,27,1781,36,31,848,0,0,3,6,1,2,1,283,0,1,4,244,251,914,2,0,3,8,0,3,9,625,5,0,4,1,30,112,646,0,971,67,54,391,33,8896,32,0,3,0,32,0,366,3,1,3,40,1033,31,28
IRL,0,0,0,8,6,1,0,36,83,181,0,968,635,4,1,879,13,0,1,26,222,26,1,17,163,0,1,4,590,4,12,3,6,0,886,1029,109,1164,5,19,13,1,0,256,1,0,14,6,0,1,195,492,1783,0,2,596,1,30,170,209,0,1326,226,26,606,3,1,1445,0,9,0,4803,161,18,0,0,2,0,1,564,3,2,3,2,0,29,258,2,424,26,502,0,241,38,61,247,1522,4,28,432,40,33,12,3,0,4,367,15,1,28,9,3,0,5,133,0,304,47,289,0,18,3,3,2,0,246,0,18,0,33,7,3,3,13,1,1,3,19,239,42,3,1,35,2,0,1164,346,18,339,5,221,12,23,89,0,3,690,0,608,4,13,0,219,0,309,531,18,181,7,0,181,0,0,1,1,0,2,1,221,0,0,3,170,212,771,2,0,2,1,0,2,4,190,0,0,0,0,7,33,324,1,212,16,16,346,20,2866,21,0,0,0,10,0,111,1,0,1,11,196,17,3
IRN,0,11,1,12,4,0,0,124,64,171,0,1182,360,60,1,376,25,0,2,46,189,28,0,9,163,2,0,2,442,3,13,4,12,0,1412,484,117,1065,6,38,10,1,0,229,1,0,12,11,0,1,182,275,1150,0,1,352,1,64,173,345,0,804,194,88,361,4,0,786,0,13,0,1359,204,31,0,0,3,0,0,308,6,1,1,1,0,1,206,1,231,57,600,241,0,182,29,63,1177,5,83,368,53,45,18,2,0,0,553,66,3,74,14,15,0,3,154,0,189,24,156,0,34,0,1,2,2,276,0,3,2,8,9,2,3,17,1,0,11,1,769,14,4,1,85,0,0,503,208,23,273,64,417,13,33,51,0,12,454,0,390,9,43,0,242,0,143,396,8,372,23,4,125,0,0,1,0,0,0,4,239,0,0,2,74,50,435,0,0,3,15,0,2,4,252,8,0,0,1,9,69,823,0,262,19,9,192,12,3179,22,0,0,0,4,0,229,0,1,1,16,252,8,7
IRQ,0,0,0,9,1,0,0,55,17,7,0,232,31,0,0,45,13,0,0,31,14,27,0,5,0,0,0,0,47,1,9,3,5,0,76,20,13,162,3,12,10,0,0,35,0,0,9,0,0,0,3,6,117,0,0,33,1,22,13,78,0,61,15,31,23,1,0,76,0,12,0,639,6,14,0,0,0,0,0,19,0,0,1,0,0,0,13,0,16,21,68,38,182,0,18,24,66,0,56,50,9,22,11,1,0,0,31,22,0,37,13,13,0,0,21,0,3,9,1,0,13,0,0,1,0,33,0,1,0,5,2,0,0,12,1,0,4,1,510,10,1,0,50,1,0,43,32,11,24,33,55,9,25,19,0,4,61,0,32,1,23,0,30,0,54,54,9,108,4,1,17,0,0,0,0,0,1,0,32,0,0,0,18,11,83,1,0,0,0,0,2,3,9,0,0,0,0,4,18,140,0,27,11,4,16,3,358,1,0,0,0,1,0,40,0,0,2,21,54,9,0
ISL,0,1,0,8,4,0,0,12,30,7,0,150,96,1,0,100,11,0,1,13,16,10,0,9,4,0,2,3,50,3,8,3,6,0,115,125,34,109,4,10,11,0,0,26,1,0,14,3,0,1,16,37,278,0,1,272,1,9,13,16,0,172,75,16,181,0,1,197,0,9,0,455,6,11,0,0,1,0,0,56,1,8,1,0,0,1,31,0,30,13,31,61,29,18,0,45,176,4,10,57,8,12,10,0,0,6,33,14,0,12,9,2,0,4,13,0,32,17,11,0,8,0,1,1,0,35,0,3,0,10,3,3,1,9,1,0,2,1,15,10,2,0,15,0,0,181,247,10,45,3,15,12,15,12,0,2,118,0,66,2,11,0,15,0,44,84,7,24,0,0,29,0,0,1,0,1,0,0,21,0,0,2,26,33,369,1,0,2,0,0,2,4,16,0,0,0,0,5,10,33,0,30,10,6,10,5,429,1,0,0,0,4,0,16,0,0,1,8,34,7,1
ISR,0,0,1,9,10,0,0,99,249,135,0,833,564,117,2,592,12,0,2,23,143,17,8,19,138,0,3,3,435,5,9,3,6,0,1258,998,277,1023,4,22,12,0,0,189,1,0,19,12,0,1,69,460,2335,0,2,614,2,28,21,60,0,1217,84,33,312,2,0,1541,0,11,0,2308,138,19,0,0,2,3,0,450,3,2,6,0,0,1,162,1,369,34,469,247,63,24,45,0,1682,8,37,598,37,30,14,2,0,1,301,23,1,44,12,4,0,3,27,0,56,31,53,0,134,3,10,2,1,145,0,19,2,28,4,6,9,11,1,0,4,2,143,12,4,0,44,1,0,999,408,17,147,9,46,15,33,32,0,2,588,3,430,12,98,0,20,0,273,708,10,89,8,3,223,0,0,1,0,2,1,0,231,0,0,2,189,279,639,0,0,2,0,0,2,3,54,1,0,0,0,7,28,365,0,258,14,14,103,23,5651,3,0,0,0,13,0,34,2,0,3,11,298,9,1
ITA,0,0,3,8,103,1,0,344,791,377,0,3635,3170,169,6,4337,28,0,32,99,552,23,1,57,340,3,2,26,2761,5,14,5,26,2,4052,6151,953,3920,25,92,40,13,1,627,4,2,70,104,5,1,395,1953,11695,3,1,2628,12,215,263,599,4,9102,454,97,1823,18,4,10775,0,13,6,15102,343,67,0,2,9,5,0,2434,16,2,14,7,3,35,841,4,1389,147,1658,1522,1177,66,176,1682,0,13,116,2654,110,124,20,15,0,4,1437,73,7,186,13,17,0,12,172,2,527,222,388,0,265,30,15,29,9,935,0,77,7,189,17,34,52,41,2,0,32,20,507,22,14,7,142,8,0,6093,1771,37,715,51,501,40,149,148,1,5,2941,5,2276,22,99,0,335,0,1281,2330,24,626,28,23,530,0,0,2,6,3,35,0,802,0,0,4,574,938,3675,5,0,5,11,0,5,19,432,5,0,1,1,12,333,1438,0,859,57,60,644,70,16903,54,0,19,0,53,2,254,0,1,12,28,928,23,22
